2018-06-06 09:24:27.301000,1221.6766388022693,479.6818640670566,-228.1427920753109,820.4700774860227,-229.9175043450066,-603.558138681982,218.32186839444134,-769.7429432626841,-278.66190741395917,-314.1748694196532,-764.553696330877,182.44497217886862,-339.5808447124314,148.47462996341858,-205.57490724998468
2018-06-06 09:24:27.367000,1247.4619521056475,436.7400087249016,-246.7201658331861,824.1022334100809,-241.6060369065737,-594.2450412888318,228.20213323888143,-737.4861918017949,-293.8792681972093,-334.6154730036019,-768.5009221927281,198.89917600240452,-320.2310461775954,162.23441277694806,-232.34942988081548
2018-06-06 09:24:27.438000,1288.8099151233814,375.7895086058262,-260.31673992142385,840.8069990513098,-254.10264502405892,-563.0479657406984,244.59345919007356,-737.9420449895397,-293.4071490512529,-342.9832030464402,-771.6341103811827,194.8173187005074,-293.96668506478517,172.6769110423511,-246.33671109676254
2018-06-06 09:24:27.501000,1322.0434914107518,334.52725755048607,-272.1669819061024,856.8574887470692,-257.8942596681541,-551.4887542174026,264.20911411748796,-726.7706887762572,-288.1139273109236,-357.10403310569393,-785.2168083803907,188.9190012399752,-279.26623793649037,183.26779193601357,-264.27870690917007
2018-06-06 09:24:27.568000,1362.5270390303695,294.47980092278965,-278.12170202516774,873.7773291337595,-276.28205752658795,-538.283877179314,275.76598175788257,-722.8388514795201,-293.6395952678417,-371.2475301559503,-792.3089327318569,200.49579038056447,-279.53062182027287,198.59017516373268,-267.6167015743681
2018-06-06 09:24:27.640000,1379.4468218483503,273.0522129066744,-289.57203259623475,878.3865087255336,-238.0655707792602,-527.1748418958468,281.54331277769717,-713.1244359560869,-280.99743228593655,-366.96537624305694,-805.3183982693555,203.84168191654285,-229.9771357806577,194.00041812861537,-311.4165086939227
2018-06-06 09:24:27.703000,1387.855156572301,245.0498526341861,-259.80729180805906,871.8444687757172,-271.47640001787823,-522.2750114598724,270.7563321292806,-713.0208594660719,-268.8858708285537,-375.8440700221763,-798.8905177094281,197.4777197340118,-252.4475339998702,202.62285076989969,-259.27291744686084
2018-06-06 09:24:27.770000,1401.0368691434705,246.6447590264131,-257.75865980103526,875.4712542537633,-262.534919326055,-528.0522170945502,276.67163745791424,-713.7806091102434,-263.9234472478192,-373.95360939214237,-807.4730378009855,204.63253856563082,-242.51387002947237,208.33542627891018,-265.19564580407933
2018-06-06 09:24:27.837000,1355.1844942618714,257.4629736728093,-292.7270830528713,857.1559208091466,-240.46442004366963,-525.7194324275961,252.12338880895825,-691.5439760752888,-282.3075883238293,-362.6765324219786,-779.8584188985814,221.14412552874472,-193.37376913399584,186.76887428751684,-309.8323146037783
2018-06-06 09:24:27.905000,1401.6893651548426,224.35296340367506,-254.29203400320324,858.8858800355703,-283.99286715648907,-552.5303217834164,262.97450178778394,-690.8984085102675,-252.68583662809948,-386.82083687532696,-800.0114177789021,193.51780165824513,-231.45451827807486,197.9514397022018,-248.47532263974938
2018-06-06 09:24:27.972000,1436.654894556289,167.86217346745832,-271.7738456714612,870.3502268978243,-311.39011994966535,-505.6867656687714,274.85888250774735,-676.7646777977182,-264.55272318023856,-391.81016192735234,-789.711718770932,191.84769712294727,-231.78248218424162,206.6438086898766,-260.458600324626
2018-06-06 09:24:28.039000,1514.830630935685,87.12104860488125,-264.11877441757036,916.9507972539942,-311.3003001254099,-471.64079850468624,308.6803334727811,-659.5195594830317,-248.38532372515732,-409.21997488189027,-842.3297100482333,179.56066007480675,-210.1679622109302,229.58268083142764,-260.26554931673934
2018-06-06 09:24:28.106000,1571.1558316921264,-4.202920674861616,-254.63761719401595,914.6563814145601,-338.5588612905492,-446.2015568739465,297.58083555362043,-651.3796440465353,-209.5817096518598,-436.5826323224635,-855.8249179600905,133.22912852128246,-190.97415023914388,216.12693669905963,-241.53902592132505
2018-06-06 09:24:28.174000,1673.072966310382,-116.26841921310353,-259.9459444795451,911.3102819781883,-375.2928899219307,-443.8141799668092,308.11152284850783,-635.4173325723602,-154.40661695642308,-458.78735275914624,-870.1337581511676,107.511374231996,-151.37746759991117,227.84508082382638,-236.88864696611233
2018-06-06 09:24:28.241000,1737.6632647540455,-219.23548790340033,-187.72311909034738,917.5109823819984,-397.47036734091273,-473.445088450218,274.2451262791907,-601.0624381715976,-74.56131427668164,-484.9761551727103,-912.8709285560442,65.60098667826946,-99.83179222650375,218.99374372684946,-212.7950384089325
2018-06-06 09:24:28.308000,1786.2135914830055,-356.5720530067668,-147.98923843928145,868.4268229128,-396.6767892802574,-517.394783186799,248.84181568126226,-607.3608871443282,59.16534224717232,-535.3524526683407,-935.2398710124759,60.67225933542778,-3.0667860558103186,195.87848792322546,-183.34262950904832
2018-06-06 09:24:28.375000,1831.6776747305958,-411.8071726689442,-114.09587097305709,847.6428739815937,-374.284959998045,-540.8769328696536,220.14427517031342,-660.0418632815351,157.2407744138265,-525.9629220641842,-944.1507833022437,29.824567279055255,34.83952588932082,177.73781882267093,-132.6546229749427
2018-06-06 09:24:28.443000,1828.6293175078126,-432.3144453614863,-117.94307917289072,795.5119694100583,-330.00059269941727,-526.2418502662807,184.44889043445718,-718.3974493178106,221.81355949272393,-499.8565431511599,-907.6058230860286,-6.143719725185409,54.88055295170076,171.38778419521003,-103.26456350777032
2018-06-06 09:24:28.510000,1807.803985420549,-450.41207124134866,-150.87671324730434,746.942823382993,-279.3205269688083,-519.1456782044472,154.88250138170653,-771.711696258565,259.9174100064008,-462.0869485168843,-869.1024836115172,-20.41666324525585,85.66142266686978,179.04878710051167,-48.34015876824791
2018-06-06 09:24:28.577000,1726.692939884731,-374.7307706330108,-211.76372962964842,679.6900706012912,-123.51977990875737,-422.09261342573313,166.5670739705295,-840.3930413281807,274.77607405114094,-423.03044414513664,-885.3030728724018,-5.323601301530349,74.14189425770743,205.2233464495772,49.75912825914132
2018-06-06 09:24:28.646000,1575.6759684864824,-331.8489286978569,-257.73489259448047,542.2891523636634,91.18073336603523,-325.34554910428085,136.46145758368067,-897.9142967562357,360.8806248111401,-371.48660411137735,-857.4662133345362,-21.480253945922303,100.95901044105639,226.2879729022407,164.3429838266864
2018-06-06 09:24:28.712000,1358.7168386261028,-236.93776786161013,-289.08398001761884,423.6331869085557,300.6300370456561,-194.93188020833657,58.37064680602179,-915.4888231704856,402.48486257058875,-284.82308362620375,-800.2797120235381,-10.753568404149181,170.5532238323565,171.27419453490052,205.96976133799387
2018-06-06 09:24:28.780000,1130.0568329412567,-144.77314494990208,-317.8188497794451,338.50899940069513,520.3462868959931,-91.03571883178337,35.409728881752166,-877.5871574083867,454.50287503391957,-257.9860414926709,-825.4766703250316,10.490887697087313,148.7324606673141,151.15085189795548,224.30448267152354
